filename,language,model,title,ref_length,reference,base_problem,rag_problem,base_time,rag_time,base_tokens,rag_tokens,base_from_cache,rag_from_cache,rag_chunks,rag_chunk_score,bertscore_base_f1,bertscore_rag_f1,bertscore_diff,bertscore_better
2603.29520v1.pdf,en,mistral:7b,,255,", VPNs) has significantly challenged traditional traffic analysis techniques, making en- crypted traffic classification a critical yet challenging problem. Early studies mainly relied on port-based an","How can encrypted traffic classification be improved for network security by developing a heterogeneity-aware Mixture of Experts (MoE) framework that disentangles headers and payloads, mitigates stochastic noise, and dynamically aggregates cross-modality features to adaptively weigh contributions based on traffic context?","The scientific problem addressed in this paper is to develop a more effective method for encrypted traffic classification in network security, specifically addressing the challenge of degrading fine-grained discriminative features due to the occlusion of payload semantics by encryption. The proposed solution aims to break through the bottleneck of static modeling by establishing a Disentangle Filter Aggregate (DFA) paradigm that disentangles headers and payloads, filters unreliable tokens via uncertainty weighting, and dynamically aggregates features across modalities for encrypted traffic representation.",0.97,1.7,67,118,True,True,3,144.52757771809897,0.8221,0.8067,-0.0154,Base
2603.29407v1.pdf,en,mistral:7b,,350,"Finally, although details on TAU are scarce, its design similarly focuses on optimizing local feature extraction within a classical paradigm, leaving non-local correlation modeling an open challenge. ","How to accurately forecast three-dimensional (3D) cloud fields, which exhibit stronger structural complexity due to multiscale transport, cross-layer coupling, and nonlinear physical processes, using a hybrid quantum-inspired spatiotemporal forecasting framework that addresses the limitations of existing models based on convolutions, recurrence, or attention in preserving fine cloud structures?","The scientific problem addressed in this paper is: How to accurately forecast three-dimensional (3D) cloud fields while preserving fine cloud structures in volumetric forecasting tasks, as existing spatiotemporal prediction models based on convolutions, recurrence, or attention often rely on locality-biased representations and struggle with this challenge.",1.12,1.01,78,71,True,True,3,140.17363993326822,0.8073,0.7975,-0.0098,Base
2603.29902v1.pdf,en,mistral:7b,,214,"Annotators remove redundant or semantically mismatched calls, fix issues such as malformed syntax and inappropriate tool choices, and relocate misplaced tags to paragraph boundaries to avoid disruptin","How to develop a method for Agentic Tool Planning in Multimodal Large Language Models (MLLMs) that can autonomously determine when, where, and which tools to invoke to produce interleaved responses for visual-critical queries, bridging the gap between digital assistance and real-world application?","The scientific problem is to develop a unified approach for Multimodal Large Language Models (MLLMs) that can interleave text and image generation, while maintaining factuality and creativity, and improving coherent interleaved planning. This involves creating an Agentic Tool Planning paradigm where the model serves as a central controller determining when, where, and which tools to invoke for visual-critical queries, and evaluating this approach using a novel benchmark (ATP-Bench) and Multi-Agent MLLM-as-a-Judge (MAM) system.",0.93,1.74,66,124,True,True,3,135.25441233317056,0.7868,0.7698,-0.017,Base
2603.28537v2.pdf,en,mistral:7b,,431,"To train some of these methods, which require machine learning, or to compute parameters or select hyperparameters for those that do not, a large amount of domain-specific data is needed. In this work","How to generate a large-scale training dataset for context-dependent rubric-based short answer grading using only a relatively small confidential dataset as a reference, while preserving confidentiality and ensuring the generated data is similar to the reference dataset?",What is an effective method for generating a large-scale training dataset for automatic grading of student answers while preserving confidentiality and avoiding language differences and annotator bias?,0.72,0.51,50,36,True,True,3,133.32994588216147,0.8736,0.8462,-0.0274,Base
2603.29518v1.pdf,en,mistral:7b,,238,", inform, request, confirm) via DAs and enumerate the semantic content with slot value pairs. In this work, our objective is to analyse whether providing a task demonstrator to the generator enhances ","What is the impact of enriched meaning representations on the quality of language generation in dialogue tasks across various datasets and evaluation metrics, and how do these representations affect the performance of generative models in complex tasks, small datasets with high variability, and zero-shot settings?","The scientific problem addressed in this paper is: ""How does providing an enriched Meaning Representation (MR) demonstrator to a fine-tuned Natural Language Generation (NLG) model impact the quality of language generation across various dialogue tasks, corpora characteristics, and evaluation metrics?""",0.85,0.85,56,61,True,True,3,144.0120620727539,0.8105,0.832,0.0215,RAG
2603.29765v1.pdf,en,mistral:7b,,278,"Expertise finetuning can address this issue; however, it often leads to overspecialization, and developing a single multi-domain expert remains difficult due to diverging objectives. Furthermore, mult","How to construct a unified multi-domain and multi-task language model that preserves the capabilities of specialized models without requiring additional training, while minimizing destructive interference between experts trained on different domains?","The scientific problem addressed in this paper is finding an efficient and scalable method to construct a single, multi-domain Mixture of Experts (MoE) model that preserves the capabilities of original dense experts without requiring additional training, while addressing issues of overspecialization, interference, and catastrophic forgetting in multitask training.",0.6,1.03,42,72,True,True,3,100.91563415527344,0.8187,0.8694,0.0507,RAG
2603.29557v1.pdf,en,mistral:7b,,188,", 2025] aim to support the complete lifecy- cle of autonomous research, with the ul- timate goal of producing a full research paper, including code generation and ex- perimental execution.","How to develop a scientific idea generation framework that overcomes the limitations of existing methods by treating literature exploration and idea generation as a co-evolving process, mitigating the information cocoons arising from over-reliance on parametric knowledge and static literature, and producing ideas with higher novelty, feasibility, and diversity compared to strong LLM-based and agent-based frameworks?","What is the challenge in AI-driven autonomous research for scientific idea generation, and how can a tightly coupled retrieval-generation framework like FlowPIE address this challenge by expanding literature trajectories, modeling idea evolution, and mitigating information cocoons to produce more novel, feasible, and diverse ideas compared to existing approaches?",1.18,1.02,83,70,True,True,3,113.00893147786458,0.8197,0.8209,0.0012,RAG
2603.29777v1.pdf,en,mistral:7b,,141,Agent Layer The long-term goal of the system is to achieve an agent-based architecture that controls the perception and reasoning components.,"What is the optimal hybrid edge-based action detection system design for real-time, privacy-aware, and resource-efficient video analysis in public safety applications, combining skeleton-based motion analysis with vision-language models for semantic scene interpretation under edge computing conditions?","The scientific problem addressed in this paper is designing and deploying a hybrid edge-based action detection system that combines skeleton-based motion analysis with vision-language models, aiming to provide privacy-aware, real-time video analysis under edge-computing conditions for public safety applications, while addressing the practical challenges of latency, resource limitations, and operational trade-offs.",0.79,1.12,55,78,True,True,3,172.77015686035156,0.8308,0.8486,0.0178,RAG
2603.27844v1.pdf,en,mistral:7b,,104,", 2025]: 3 models, 23+ experiments, and 50 IMO-level problems on a single H100 80GB with a 5-hour limit.",How can inference-time optimization techniques bridge a significant capability gap between large language models when errors are correlated and diverse reasoning strategies fail to decorrelate them?,"The scientific problem addressed in this paper is: How to reduce the correlation of errors in a model's mathematical reasoning by assigning structurally different reasoning strategies to different voters, as the effective sample size becomes limited due to correlated errors in majority voting over multiple attempts.",0.49,0.81,34,56,True,True,3,87.23362731933594,0.8005,0.7926,-0.0079,Base
2603.29570v1.pdf,en,mistral:7b,,322,"We formulate this as a conditional image generation problem, wherein the objective is to learn a function: :( , ) Here, ∼N( 0, )denotes a Gaussian noise vector capturing sto- chastic variation, ∈Y is ","How can we generate accurate and authentic key postures of Bharatanatyam Adavus using a generative framework integrated with pose estimation, ensuring anatomical accuracy, stylistic integrity, and cultural fidelity in the digital preservation, education, and dissemination of traditional dance forms?","The scientific problem addressed in this paper is: How to accurately generate key postures of Bharatanatyam, a classical Indian dance form, while maintaining its anatomical and stylistic integrity, for effective documentation, analysis, and transmission to broader audiences through digital means.",0.94,0.84,63,57,True,True,3,178.07244873046875,0.7918,0.7984,0.0066,RAG
ru_04_klassifikatsiya-tekstov-s-pomoschyu-svertochnyh-neyronnyh-se.pdf,ru,qwen2.5:7b,,147,Это привело к множественным попыткам использования этой модели в других областях с целью улучшить результаты в сравнении с традиционными методами .,Как эффективно использовать сверточные нейронные сети для классификации коротких текстов в задачах разработки чат-ботов?,Актуализируется вопрос о применении сверточных нейронных сетей для улучшения классификации коротких текстов в условиях обработки естественного языка.,0.52,0.7,37,48,True,True,3,336.9530944824219,0.7936,0.807,0.0134,RAG
ru_01_primenenie-neyronnyh-setey-v-obrabotke-estestvennogo-yazyka.pdf,ru,qwen2.5:7b,,193,"В-третьих, существует проблема подделки текстовых данных, когда созданный компью - тером текст может быть использован для распространения ложной информации или манипуляции общественным мнением.",Как повысить точность и качество автоматического перевода с помощью нейронных сетей в обработке естественного языка?,Каким образом нейронные сети могут улучшить точность обработки естественного языка в различных приложениях?,0.48,0.44,33,32,True,True,3,322.0530700683594,0.7812,0.7971,0.016,RAG
ru_09_metody-raspoznavaniya-imenovannyh-suschnostey-v-russkom-yazy.pdf,ru,qwen2.5:7b,,231,Важно й частью в решении задач обработки естественного языка является выбо р векторного представления слов . Цель данной работы - разработать эффективный метод для решения задачи распознавания именова,Как разработать эффективный метод для распознавания именованных сущностей в русском языке с использованием двунаправленных рекуррентных нейронных сетей и условных случайных полей.,Как разработать эффективный метод для распознавания именованных сущностей в русском языке с использованием рекуррентных нейронных сетей?,0.84,0.62,57,44,True,True,3,322.13787841796875,0.8656,0.8806,0.015,RAG
ru_08_analiz-tonalnosti-teksta-metodami-mashinnogo-obucheniya.pdf,ru,qwen2.5:7b,,179,18413/2518 -1092 -2021 -6-1-0-7 ВВЕДЕНИЕ Анализ тональности текста это подраздел обработки естественного языка ( NLP) целью кото рого является классификация текста по тональности.,Какие из методов машинного обучения наиболее эффективны для анализа тональности текста на естественном языке?,Какие методы машинного обучения наиболее эффективны для анализа тональности текста на естественном языке?,0.46,0.44,32,31,True,True,3,296.6589762369792,0.8032,0.8034,0.0002,RAG
ru_17_sravnitelnyy-analiz-modeley-transformera-dlya-klassifikatsii.pdf,ru,qwen2.5:7b,,220,"Татищева, 20а, кандидат технических наук, ORCID: 0000 -0003 -1378 -3553, e-mail: В данной статье представлен обзор подхода к классификации неструктурированной текстовой информа - ции с использованием ",Исследование эффективности различных моделей трансформера для классификации неструктурированной текстовой информации и оптимизация параметров этих моделей.,Какие архитектурные и методические факторы влияют на эффективность классификации неструктурированной текстовой информации с использованием моделей трансформера?,0.61,0.67,42,46,True,True,3,311.03404744466144,0.8533,0.8473,-0.006,Base
ru_03_generatsiya-teksta-s-pomoschyu-neyronnyh-setey.pdf,ru,qwen2.5:7b,,312,"Данный метод уменьшает количество ошибок при построении частотных для языка слов, поскольку в нём уделяется большое внимание грамматике и сохраняется смысл фраз. Цель исследования Реализация модели ге",Алгоритмы генерации текста с использованием нейронных сетей требуют улучшения для эффективного обработки нестандартных запросов и обеспечения высокого качества текстовой генерации.,Актуальность и эффективность генерации текста с использованием нейронных сетей в области обработки естественного языка остается нерешенной задачей.,0.8,0.68,55,46,True,True,3,312.07787068684894,0.8172,0.8016,-0.0156,Base
ru_12_intellektualnyy-analiz-teksta.pdf,ru,qwen2.5:7b,,284,"В частности, он включает в себя процессы компиляции, организации и анализа больших коллекций документов с целью извлечения 477 Научно -образовательный журнал для студентов и преподавателей «StudNet» №",Необходимо разработать эффективные методы и технологии для автоматизированного интеллектуального анализа текстовых данных с целью извлечения новых знаний и обнаружения ранее неизвестных связей.,Какие методы интеллектуального анализа текстов можно использовать для эффективного обработки и извлечения информации из неструктурированных данных?,0.91,0.75,51,39,True,True,3,347.018310546875,0.8461,0.8127,-0.0334,Base
ru_02_metody-glubokogo-obucheniya-dlya-obrabotki-tekstov-na-estest.pdf,ru,qwen2.5:7b,,431,Важной задачей при анализе рентгеногр афических изображений медицинских биологических объектов и их фрагментов является решение задачи улучшения качества изображения. С целью улучш е- ния качества рен,Как оптимизировать архитектуру сверточных нейронных сетей для задач обработки естественного языка с использованием эволюционного алгоритма при одновременном сохранении высокой точности модели.,"Как оптимизировать архитектуры сверточных нейронных сетей для задач обработки естественного языка, учитывая проблемы с большим числом варьируемых параметров и выбором архитектуры?",0.95,1.06,65,64,True,True,3,312.37640380859375,0.7665,0.7615,-0.0051,Base
ru_11_klassifikatsiya-nauchnyh-tekstov-po-spetsialnostyam-metodami.pdf,ru,qwen2.5:7b,,348,"Выявление смысла является основной задачей анализа содержимого текстов. В данной статье в качестве обучающей и тестовой выборки текстов были отобраны документы: авто - рефераты и диссертации, которые ",Проблема заключается в повышении точности и скорости классификации научных текстовых материалов по специальностям с использованием методов машинного обучения.,Проблема заключается в повышении точности и эффективности классификации научных текстов по специальностям с использованием методов машинного и глубокого обучения.,0.75,0.71,41,45,True,True,3,310.4383239746094,0.7991,0.7968,-0.0023,Base
ru_18_intellektualnaya-obrabotka-tekstovoy-informatsii-obzor-avtom.pdf,ru,qwen2.5:7b,,276,"Технологическая основа автоматизированной суммаризации Основу составляют различные алгоритмы, суть работы которых описывается в данной статье нема- тематическим языком с целью получения общего предста","Какие современные методы и модели искусственного интеллекта эффективно используются для автоматизированной суммаризации текстовой информации, и каковы их преимущества и недостатки по сравнению с экстрактивными подходами?",Как автоматизированные суммаризаторы могут эффективно сочетать экстрактивные и абстрактивные методы для создания качественных резюме текстовой информации?,0.8,0.58,55,41,True,True,3,312.68479410807294,0.8024,0.8142,0.0119,RAG
ru_13_sravnitelnyy-analiz-algoritmov-klassifikatsii-tekstov-ot-kla.pdf,ru,qwen2.5:7b,,253,"Классификация текстовых документов ключевая задача обработки естественного языка (NLP) и машинного обучения, имеющая множество приложений: фильтрация спама, тематическая сортировка новостей, анализ то",Какие преимущества и недостатки имеют классические алгоритмы машинного обучения по сравнению с современными глубинными нейросетевыми моделями при классификации текстовых документов?,Какие преимущества и ограничения имеют классические алгоритмы машинного обучения по сравнению с современными методами глубинного обучения при классификации текстовых документов?,0.7,0.6,48,41,True,True,3,312.4667256673177,0.7858,0.7935,0.0076,RAG
ru_07_effektivnost-neyrosetevyh-algoritmov-v-avtomaticheskom-refer.pdf,ru,qwen2.5:7b,,210,"Статья посвящена анализу роли и эффективности нейросетевых алгоритмов в задачах автоматического рефе - рирования и суммаризации текстов, которые являются ключевыми в области обработки естественного яз","Эффективность нейросетевых алгоритмов в задачах автоматического реферирования и суммаризации текстов при сохранении контекста, понимании иронии и адаптации к различным языкам и стилям.","Как повысить эффективность нейросетевых алгоритмов в задачах автоматического реферирования и суммаризации текстов при сохранении контекста, иронии и адаптации к разным языкам и стилям?",0.84,0.83,58,57,True,True,3,308.819091796875,0.8748,0.8717,-0.0032,Base
ru_19_bazovaya-arhitektura-metody-i-algoritmy-sistemy-izvlecheniya.pdf,ru,qwen2.5:7b,,261,"Сердюк Базовая архитектура, методы и алгоритмы системы извлечения темпоральной информации из текстов на естественном языке Аннотация. В данной статье представляется базовая архитектура системы извлече",Как эффективно извлекать и упорядочивать временные элементы (события и темпоральные ссылки) из текстов естественного языка с использованием методов машинного обучения и лингвистических данных для последующего логического вывода новых фактов.,Нужно разработать методы и алгоритмы для эффективного извлечения темпоральной информации из текстов на естественном языке с использованием синтаксических зависимостей и семантических ролей.,1.0,0.86,67,58,True,True,3,295.82179768880206,0.8183,0.8692,0.0509,RAG
ru_16_kontsept-predobuchennyh-yazykovyh-modeley-v-kontekste-inzhen.pdf,ru,qwen2.5:7b,,273,"Автор обосновывает актуальность вопроса о содержа нии в предобученных языковых моделях имплицитных, интернализированных знаний, извлеченных из текстовых корпусов, использовавшихся для предобучения ( p",Актуальность содержания интернализированных знаний в предобученных языковых моделях и их использование для извлечения и формализации неструктурированных знаний.,"Актуальна проблема содержания в предобученных языковых моделях имплицитных, интернализированных знаний, извлеченных из текстовых корпусов.",0.77,0.67,52,47,True,True,3,329.990478515625,0.8574,0.9082,0.0508,RAG
ru_14_issledovanie-primenimosti-modeley-glubokogo-obucheniya-dlya-.pdf,ru,qwen2.5:7b,,220,Подвесовский ИССЛЕДОВАНИЕ ПРИМЕНИМОСТИ МОДЕЛЕЙ ГЛУБОКОГО ОБУЧЕНИЯ ДЛЯ ЗАДАЧИ АСПЕКТНОГО АНАЛИЗА ТОНАЛЬНОСТИ ТЕКСТОВЫХ СООБЩЕНИЙ Рассмотрена задача аспектного анализа тональности текстовых сообщений на,Какие модели глубокого обучения наиболее эффективны для определения тональности текстовых сообщений в условиях неоднозначности естественного языка?,Какие модели глубокого обучения наиболее эффективны для решения задачи аспектного анализа тональности текстовых сообщений на естественном языке?,0.6,0.57,40,40,True,False,3,324.9743143717448,0.7403,0.7601,0.0199,RAG
2603.27949v1.pdf,en,qwen2.5:7b,,451,"The experimental results demonstrate that EnsemJudge achieves state-of-the-art per- formance, showing strong generalization and robustness across various text types and attack settings. This work high",How can we reliably detect LLM-generated Chinese text across diverse scenarios and out-of-domain inputs?,How can we reliably detect Chinese texts generated by Large Language Models (LLMs) in real-world scenarios that include out-of-domain inputs or adversarial samples?,0.28,9.19,20,32,False,True,3,106.98555501302083,0.8312,0.8145,-0.0168,Base
2603.29336v1.pdf,en,qwen2.5:7b,,247,"In constructing this cor- pus, we developed a design policy based on key issues in defining the EL task, and clarified how to handle cases in which it is difficult to determine whether a mention shoul",How can we develop effective language resources for Japanese entity linking given the limited existing resources and evaluate Japanese entity linking systems comprehensively?,"How can we develop and evaluate Japanese entity linking systems with rich, annotated corpora that cover specific linguistic expressions referring to entities unique to Japan?",7.45,13.42,26,29,True,True,3,101.94932556152344,0.8041,0.8059,0.0018,RAG
2603.29979v1.pdf,en,qwen2.5:7b,,408,"Structural Feature Engineering Objective Given contentcwith structural featuresSF(c), our optimization objective is to find the optimal structural configurationSF∗that maximizes citation probability a","How do structural features of content, independent of semantic content, influence citation behavior by generative engines, and what optimization strategies can be developed to enhance citation performance?","How do structural features of content influence citation behavior in the era of AI-powered search engines, and what optimization strategies can be developed to enhance citation performance?",0.46,0.56,33,31,False,False,3,137.2655995686849,0.7917,0.7858,-0.0059,Base
2604.02194v1.pdf,en,qwen2.5:7b,,342,"This effectively aligns the LLM s generative capabilities with our context-filtering objective. For this, we construct a dataset as follows: for a pair (qi,{di,j}k j=1)∈ D Q, we em- ploy an external L","How can we enhance the robustness of Retrieval-Augmented Language Models against noisy or irrelevant retrieved contexts through neuron-level tuning, rather than just layer-level parameter updates?",How can we enhance the robustness of Large Language Models against irrelevant or noisy retrieved contexts without performing dense fine-tuning?,0.48,0.35,34,25,False,False,3,111.78534189860027,0.7795,0.7762,-0.0033,Base
2603.28858v1.pdf,en,qwen2.5:7b,,297,"In this work, we proposeOPTIMER, which decouples ratio selection from training: we train one CPT model per dataset, extract each model s distribution vector, which represents the parameter shift induc","How can we optimize data mixture ratios in continual pre-training without fixed, potentially suboptimal choices that waste computational resources?",How can we efficiently and effectively determine optimal data mixture ratios for continual pre-training without incurring significant computational costs?,0.35,0.32,25,23,False,False,3,148.0951131184896,0.8034,0.7954,-0.008,Base
2603.29520v1.pdf,en,qwen2.5:7b,,255,", VPNs) has significantly challenged traditional traffic analysis techniques, making en- crypted traffic classification a critical yet challenging problem. Early studies mainly relied on port-based an",How can we effectively classify encrypted traffic when traditional modeling approaches fail due to the occlusion of payload semantics by encryption?,How can we effectively classify encrypted traffic when standard modeling approaches are hindered by the occlusion of payload semantics and the entanglement of structured headers with stochastic encryption noise?,0.33,0.48,24,35,False,False,3,144.52757771809897,0.8209,0.8141,-0.0068,Base
2603.29407v1.pdf,en,qwen2.5:7b,,350,"Finally, although details on TAU are scarce, its design similarly focuses on optimizing local feature extraction within a classical paradigm, leaving non-local correlation modeling an open challenge. ","Accurately forecasting the complex, multiscale spatiotemporal dynamics of 3D cloud fields remains challenging due to nonlocal dependencies and cross-layer interactions.",How can we accurately preserve fine cloud structures in volumetric forecasting tasks using spatiotemporal models that address the limitations of locality-biased representations?,0.47,0.44,34,32,False,False,3,140.17363993326822,0.8052,0.7893,-0.016,Base
2603.29902v1.pdf,en,qwen2.5:7b,,214,"Annotators remove redundant or semantically mismatched calls, fix issues such as malformed syntax and inappropriate tool choices, and relocate misplaced tags to paragraph boundaries to avoid disruptin","How can MLLMs autonomously determine when, where, and which tools to invoke to produce coherent interleaved responses that unify factuality with creativity for visual-critical queries?",How can Multimodal Large Language Models unify factuality with creativity in interleaved text-and-image generation to produce coherent and visually critical responses?,0.51,0.41,36,29,False,False,3,135.25441233317056,0.7864,0.7902,0.0038,RAG
2603.28537v2.pdf,en,qwen2.5:7b,,431,"To train some of these methods, which require machine learning, or to compute parameters or select hyperparameters for those that do not, a large amount of domain-specific data is needed. In this work","How can a small confidential dataset be effectively leveraged to generate large-scale, domain-specific training data for context-dependent rubric-based short answer grading while maintaining confidentiality and ensuring the generated data is sufficiently similar to the original?","How can automatic grading methods for student answers be developed when large amounts of domain-specific, high-quality training data are scarce or restricted?",0.63,0.38,44,27,False,False,3,133.32994588216147,0.857,0.8329,-0.0241,Base
2603.29518v1.pdf,en,qwen2.5:7b,,238,", inform, request, confirm) via DAs and enumerate the semantic content with slot value pairs. In this work, our objective is to analyse whether providing a task demonstrator to the generator enhances ",How do enriched meaning representations impact the quality of language generation in dialogue tasks across different domains and metrics?,How do enriched meaning representations impact the quality of natural language generation in dialogue tasks across different corpora and evaluation metrics?,0.29,0.33,21,24,False,False,3,144.0120620727539,0.8101,0.8108,0.0007,RAG
2603.29765v1.pdf,en,qwen2.5:7b,,278,"Expertise finetuning can address this issue; however, it often leads to overspecialization, and developing a single multi-domain expert remains difficult due to diverging objectives. Furthermore, mult","How can we construct a unified multi-domain expert model without retraining from scratch and avoid the issues of overspecialization, catastrophic forgetting, and destructive interference between experts trained on different domains?",How to construct a unified multi-domain model from existing dense experts without requiring further training and addressing issues like interference and catastrophic forgetting in multitask learning?,0.54,0.42,38,30,False,False,3,100.91563415527344,0.8521,0.8567,0.0046,RAG
2603.29557v1.pdf,en,qwen2.5:7b,,188,", 2025] aim to support the complete lifecy- cle of autonomous research, with the ul- timate goal of producing a full research paper, including code generation and ex- perimental execution.","How can we overcome the limitations of static retrieval in generating diverse and innovative scientific ideas, particularly by mitigating the information cocoons created by over-reliance on parametric knowledge?",How can LLMs generate novel and divergent ideas through dynamically coupled retrieval and generation processes to overcome homogeneous and insufficiently divergent ideas produced by static methods?,0.53,0.46,37,33,False,False,3,113.00893147786458,0.8183,0.8008,-0.0175,Base
2603.29777v1.pdf,en,qwen2.5:7b,,141,Agent Layer The long-term goal of the system is to achieve an agent-based architecture that controls the perception and reasoning components.,"How can we develop a hybrid edge-based action detection system that effectively combines low-latency, privacy-aware skeleton-based motion analysis with real-time semantic understanding provided by vision-language models to enhance public safety in complex public environments?","How can automated video analysis systems be deployed in public spaces while addressing latency, privacy, and resource limitations?",0.63,0.31,44,22,False,False,3,172.77015686035156,0.8361,0.8345,-0.0017,Base
2603.27844v1.pdf,en,qwen2.5:7b,,104,", 2025]: 3 models, 23+ experiments, and 50 IMO-level problems on a single H100 80GB with a 5-hour limit.",How can inference-time optimizations effectively bridge the model capability gap in competitive mathematics problems when high-temperature sampling already decorrelates errors sufficiently?,How can we effectively decorrelate errors in majority voting among LLM attempts to improve the effective sample size without significantly reducing per-attempt accuracy?,0.4,0.42,28,30,False,False,3,87.23362731933594,0.8025,0.8057,0.0033,RAG
2603.29570v1.pdf,en,qwen2.5:7b,,322,"We formulate this as a conditional image generation problem, wherein the objective is to learn a function: :( , ) Here, ∼N( 0, )denotes a Gaussian noise vector capturing sto- chastic variation, ∈Y is ",How can digital technologies accurately generate key postures of Bharatanatyam adavus to preserve and disseminate this traditional dance form while maintaining its anatomical and stylistic integrity?,How can we accurately generate key postures of Bharatanatyam to preserve its anatomical and stylistic integrity for global documentation and transmission?,0.53,0.41,37,29,False,False,3,178.07244873046875,0.7828,0.7821,-0.0007,Base
